Date,Open,High,Low,Close,Adj Close,Volume,weighted_sentiment,news_count,is_grouped_day
2024-10-11,134.00999450683594,135.77999877929688,133.66000366210938,134.8000030517578,134.8000030517578,170209500,0.605130713058491,13,True
2024-10-14,136.47000122070312,139.60000610351562,136.3000030517578,138.07000732421875,138.07000732421875,232347700,0.7125940952998677,3,False
2024-10-15,137.8699951171875,138.57000732421875,128.74000549316406,131.60000610351562,131.60000610351562,377831000,0.011489306490539586,9,False
2024-10-16,133.97999572753906,136.6199951171875,131.5800018310547,135.72000122070312,135.72000122070312,264879700,0.6964327397465867,7,False
2024-10-17,139.33999633789062,140.88999938964844,136.8699951171875,136.92999267578125,136.92999267578125,306435900,0.27686966268445456,11,False
2024-10-18,138.6699981689453,138.89999389648438,137.27999877929688,138.0,138.0,176090200,0.21123321105455897,25,True
2024-10-21,138.1300048828125,143.7100067138672,138.0,143.7100067138672,143.7100067138672,264554500,0.3524594914514685,11,False
2024-10-22,142.91000366210938,144.4199981689453,141.77999877929688,143.58999633789062,143.58999633789062,226311600,0.3697280493232412,11,False
2024-10-23,142.02999877929688,142.42999267578125,137.4600067138672,139.55999755859375,139.55999755859375,284973100,0.45333411059243106,10,False
